,Balance,NumOfProducts,Tenure,Exited,CreditScore,Age,EstimatedSalary,HasCrCard_Yes,IsActiveMember_Yes,Geography_Germany,Geography_Spain,Gender_Male,Balance_v_Salary,Income_v_Products
54,98495.72,1,1,1,601,42.0,40014.76,False,False,True,False,True,2.4614847121412198,40014.76
55,125211.92,1,1,0,619,43.0,113410.49,True,True,False,False,True,1.1040594216637278,113410.49
56,127864.4,1,5,0,656,45.0,87107.57,False,False,False,False,True,1.4678907929586371,87107.57
57,75888.2,1,0,0,725,19.0,45613.75,False,False,True,False,True,1.6637132443616234,45613.75
58,0.0,1,4,1,511,66.0,1643.11,False,False,False,True,False,0.0,1643.11
59,40685.92,1,4,0,614,51.0,46775.28,True,True,False,False,True,0.8698167066022907,46775.28
60,136857.0,1,5,0,742,35.0,84509.57,False,False,True,False,True,1.619426060267494,84509.57
61,152328.88,2,9,0,687,27.0,126494.82,False,False,True,False,False,1.2042301811252034,63247.41
62,56084.69,2,1,0,555,33.0,178798.13,False,False,False,True,True,0.3136760434798731,89399.065
63,78707.16,1,8,0,684,56.0,99398.36,True,True,False,True,True,0.7918355997020474,99398.36
64,109166.37,1,4,0,603,26.0,92840.67,True,True,True,False,True,1.17584642592519,92840.67
65,169831.46,2,6,0,751,36.0,27758.36,True,True,True,False,False,6.1182094331221295,13879.18
66,101633.04,1,1,0,581,34.0,110431.51,False,False,True,False,False,0.9203264539260578,110431.51
67,123180.01,2,10,0,735,43.0,196673.28,True,True,True,False,True,0.6263179726295305,98336.64
68,150725.53,2,5,0,661,35.0,113656.85,True,True,True,False,False,1.3261455864736704,56828.425
69,98373.26,1,8,0,675,21.0,18203.0,False,False,False,False,False,5.404233368126133,18203.0
70,133745.44,4,2,1,738,58.0,28373.86,False,False,True,False,True,4.713685060827113,7093.465
71,0.0,1,6,0,813,29.0,33953.87,False,False,False,False,True,0.0,33953.87
72,163607.18,1,0,0,657,37.0,44203.55,True,True,False,True,False,3.701222639358151,44203.55
73,157780.84,2,5,0,604,25.0,58426.81,True,True,True,False,False,2.7004869853411475,29213.405
74,0.0,2,9,0,519,36.0,145562.4,True,True,False,False,True,0.0,72781.2
75,178718.19,2,1,0,735,21.0,22388.0,False,False,False,False,False,7.982767107378953,11194.0
76,0.0,2,8,0,664,55.0,139161.64,True,True,False,False,True,0.0,69580.82
77,0.0,1,9,0,678,32.0,148210.64,True,True,False,False,False,0.0,148210.64
78,77253.22,1,5,0,757,33.0,194239.63,True,True,False,True,True,0.39772120653236415,194239.63
79,122189.66,2,10,0,416,41.0,98301.61,False,False,True,False,False,1.2430077187952466,49150.805
80,96645.54,2,1,0,665,34.0,171413.66,False,False,False,False,False,0.5638146924813343,85706.83
81,0.0,1,2,1,777,32.0,136458.19,False,False,False,False,False,0.0,136458.19
82,0.0,2,3,0,543,36.0,26019.59,False,False,False,False,False,0.0,13009.795
83,90307.62,1,4,0,506,34.0,159235.29,True,True,False,False,False,0.5671332026964625,159235.29
84,0.0,2,4,0,493,46.0,1907.66,False,False,False,False,False,0.0,953.83
85,0.0,2,10,0,652,75.0,114675.75,True,True,False,True,False,0.0,57337.875
86,121681.82,1,3,1,750,22.0,128643.35,False,False,False,True,True,0.945885037975146,128643.35
87,0.0,2,9,0,729,30.0,151869.35,False,False,False,False,True,0.0,75934.675
88,0.0,3,4,1,646,46.0,93251.42,False,False,False,False,False,0.0,31083.806666666667
89,81623.67,2,3,0,635,28.0,156791.36,True,True,True,False,False,0.520587805348458,78395.68
90,0.0,3,5,1,647,44.0,174205.22,True,True,False,True,False,0.0,58068.40666666667
91,118626.55,2,7,0,808,45.0,147132.46,False,False,False,False,True,0.8062568246327154,73566.23
92,0.0,2,10,0,524,36.0,109614.57,False,False,False,False,False,0.0,54807.285
93,0.0,2,8,0,769,29.0,172290.61,True,True,False,False,True,0.0,86145.305
94,0.0,2,4,0,730,42.0,85982.47,True,True,False,True,True,0.0,42991.235
95,176273.95,1,10,0,515,35.0,121277.78,True,True,False,True,True,1.453472763106317,121277.78
96,102827.44,1,9,0,773,41.0,64595.25,True,True,False,True,True,1.5918730866433677,64595.25
97,97086.4,2,8,0,814,29.0,197276.13,True,True,True,False,True,0.4921345527205952,98638.065
98,0.0,2,8,0,710,22.0,99645.04,False,False,False,True,True,0.0,49822.52
99,0.0,2,9,0,413,34.0,6534.18,False,False,False,False,True,0.0,3267.09
100,0.0,1,6,0,665,40.0,161848.03,True,True,False,False,False,0.0,161848.03
101,0.0,2,6,0,623,44.0,167162.43,False,False,False,False,False,0.0,83581.215
102,82674.15,1,9,0,738,31.0,41970.72,False,False,False,False,True,1.9698053786068,41970.72
103,0.0,2,7,0,528,36.0,60536.56,False,False,False,True,True,0.0,30268.28
104,0.0,1,1,1,670,65.0,177655.68,True,True,False,True,False,0.0,177655.68
105,107073.27,2,4,1,622,46.0,30984.59,True,True,False,True,False,3.4556942660851733,15492.295
106,88938.62,1,1,0,582,32.0,10054.53,True,True,True,False,True,8.845626797075546,10054.53
107,99806.85,1,2,0,785,36.0,36976.52,True,True,True,False,False,2.699195327196827,36976.52
108,150092.8,1,5,0,605,33.0,71862.79,False,False,False,True,True,2.0886024603275213,71862.79
109,92833.89,1,9,1,479,35.0,99449.86,False,False,True,False,True,0.933474315599841,99449.86
110,90536.81,1,3,0,685,30.0,63082.88,True,True,True,False,True,1.435204131453732,63082.88
111,108055.1,2,7,0,538,39.0,27231.26,False,False,True,False,True,3.968053626604131,13615.63
112,100238.35,1,2,0,562,42.0,86797.41,False,False,False,False,True,1.154854159818824,86797.41
113,106190.55,1,9,0,675,36.0,22994.32,True,True,False,True,True,4.618120909859479,22994.32
114,154475.54,2,9,1,721,28.0,101300.94,True,True,True,False,True,1.524917142920885,50650.47
115,132351.29,2,9,0,628,30.0,74169.13,True,True,True,False,False,1.7844525073976194,37084.565
116,167864.4,1,6,0,668,37.0,115638.29,False,False,True,False,False,1.4516333646926118,115638.29
117,0.0,2,1,0,506,41.0,31766.3,False,False,False,False,False,0.0,15883.15
118,107818.63,1,8,1,524,31.0,199725.39,False,False,True,False,False,0.5398343695811534,199725.39
119,185173.81,2,4,0,699,34.0,120834.48,False,False,True,False,True,1.5324583678433508,60417.24
120,129433.34,2,8,0,828,34.0,38131.77,False,False,False,False,True,3.394370101361673,19065.885
121,120193.42,1,6,0,674,37.0,100191.725,False,False,False,True,True,1.1996342013275048,100191.725
122,0.0,2,6,0,656,39.0,141069.88,False,False,False,False,False,0.0,70534.94
123,126384.42,1,10,0,684,48.0,198129.36,True,True,True,False,False,0.6378883977619471,198129.36
124,0.0,1,3,0,625,28.0,183646.41,False,False,False,False,False,0.0,183646.41
125,152603.45,1,9,1,432,42.0,110265.24,False,False,False,False,True,1.3839669691010512,110265.24
126,0.0,1,1,1,549,52.0,8636.05,True,True,False,False,False,0.0,8636.05
127,148507.24,1,0,1,625,56.0,46824.08,False,False,True,False,True,3.17159974098797,46824.08
128,0.0,2,7,0,828,41.0,171378.77,False,False,False,False,False,0.0,85689.385
129,101827.07,1,9,0,770,24.0,167256.35,False,False,False,False,True,0.6088083950175883,167256.35
130,0.0,2,3,0,758,34.0,124226.16,True,True,False,False,False,0.0,62113.08
131,130862.43,1,9,0,795,33.0,114935.21,True,True,True,False,False,1.138575637526568,114935.21
132,122570.87,1,9,0,687,38.0,35608.88,True,True,False,False,True,3.442143364239482,35608.88
133,0.0,2,1,0,686,25.0,16459.37,True,True,False,False,True,0.0,8229.685
134,124828.46,2,7,0,789,39.0,124411.08,True,True,True,False,True,1.003354845886717,62205.54
135,144895.05,2,5,0,589,50.0,34941.23,True,True,True,False,False,4.146821677428069,17470.615
136,63663.93,1,5,0,461,34.0,167784.28,True,True,True,False,False,0.3794391822642741,167784.28
137,133463.1,1,2,0,637,40.0,93165.34,True,True,False,False,True,1.4325402558505127,93165.34
138,213146.2,1,2,1,584,48.0,75161.25,False,False,False,True,False,2.835852250993697,75161.25
139,129490.36,2,1,1,579,35.0,8590.83,True,True,False,True,False,15.073090725808798,4295.415
140,137452.09,1,10,0,756,44.0,189543.9,False,False,True,False,True,0.7251728491394341,189543.9
141,0.0,2,7,0,663,34.0,180427.24,True,True,False,False,True,0.0,90213.62
142,125851.93,1,5,0,682,43.0,193318.33,True,True,False,False,False,0.6510087791468093,193318.33
143,0.0,1,2,1,793,52.0,159123.82,False,False,False,True,True,0.0,159123.82
144,40915.55,1,5,1,691,31.0,126213.84,False,False,False,False,False,0.32417641361676347,126213.84
145,113157.22,1,5,0,485,21.0,54141.5,True,True,False,True,False,2.090027428128146,54141.5
146,138296.94,2,8,0,635,29.0,141075.51,False,False,False,True,False,0.9803043774217084,70537.755
147,106967.18,1,5,0,650,37.0,24495.03,False,False,False,False,True,4.36689320241698,24495.03
148,120681.63,1,9,0,735,44.0,74836.34,False,False,False,False,True,1.612607324195705,74836.34
149,0.0,2,0,0,416,32.0,878.87,True,True,False,False,True,0.0,439.435
150,0.0,2,7,0,754,32.0,89520.75,False,False,False,True,False,0.0,44760.375
151,0.0,1,9,1,535,48.0,149892.79,False,False,False,False,False,0.0,149892.79
152,0.0,2,8,0,716,42.0,180800.42,False,False,False,True,True,0.0,90400.21
153,127609.59,1,2,0,539,37.0,98646.22,False,False,False,False,True,1.293608513331783,98646.22
154,0.0,2,6,0,614,43.0,109041.53,True,True,False,False,False,0.0,54520.765
155,0.0,1,7,1,706,57.0,17941.16,False,False,False,True,True,0.0,17941.16
156,0.0,2,7,0,758,33.0,82996.47,False,False,False,False,False,0.0,41498.235
157,0.0,2,2,0,586,28.0,92067.35,True,True,False,True,False,0.0,46033.675
158,97259.25,1,6,0,646,73.0,104719.66,True,True,False,False,False,0.9287582675497609,104719.66
159,123246.7,1,4,0,631,33.0,112687.57,False,False,True,False,False,1.0937027038563347,112687.57
160,101060.25,1,6,0,717,22.0,84699.56,True,True,False,True,False,1.1931614520783815,84699.56
161,0.0,2,2,0,684,30.0,83473.82,False,False,False,False,True,0.0,41736.91
162,108007.36,1,7,0,800,49.0,47125.11,False,False,False,False,False,2.2919280188417597,47125.11
163,0.0,2,2,0,721,36.0,106977.8,True,True,False,True,False,0.0,53488.9
164,133702.89,1,0,1,683,29.0,55582.54,False,False,False,True,True,2.405483628491969,55582.54
165,125189.75,2,9,0,660,31.0,139874.43,True,True,True,False,True,0.8950152647628306,69937.215
166,113034.22,1,7,1,704,24.0,162503.48,False,False,True,False,False,0.6955803038802615,162503.48
167,109013.23,1,9,0,615,41.0,196499.96,False,False,False,True,False,0.554774820310396,196499.96
168,0.0,2,2,1,667,39.0,40721.24,False,False,False,True,False,0.0,20360.62
169,57929.81,2,9,0,682,24.0,53134.3,False,False,True,False,True,1.0902526240112318,26567.15
170,130114.39,1,4,0,484,29.0,164017.89,False,False,False,False,False,0.7932938900750399,164017.89
171,95826.49,2,5,0,628,27.0,155996.96,False,False,True,False,True,0.6142843424641096,77998.48
172,129608.57,1,10,1,480,44.0,5472.7,False,False,True,False,True,23.68274709010178,5472.7
173,169462.09,1,4,0,578,30.0,112187.11,False,False,False,False,True,1.5105308444080607,112187.11
174,0.0,2,5,0,512,40.0,146457.83,True,True,False,False,True,0.0,73228.915
175,133868.21,1,7,0,484,35.0,27286.1,True,True,False,True,False,4.9060954112167,27286.1
176,0.0,2,0,0,510,30.0,130553.47,True,True,False,False,False,0.0,65276.735
177,190479.48,2,5,0,606,36.0,179351.89,False,False,True,False,True,1.0620433383779786,89675.945
178,101993.12,1,8,0,597,40.0,94774.12,True,True,False,True,False,1.0761705832773758,94774.12
179,161608.81,1,3,1,754,55.0,8080.85,False,False,True,False,False,19.998986492757567,8080.85
180,122311.21,1,2,0,850,45.0,19482.5,True,True,False,True,False,6.2780038496086235,19482.5
181,0.0,2,2,0,510,65.0,48071.61,True,True,False,False,True,0.0,24035.805
182,162150.42,2,1,0,778,45.0,174531.27,False,False,True,False,False,0.929062282077017,87265.635
183,0.0,2,2,0,636,42.0,55470.78,True,True,False,False,True,0.0,27735.39
184,0.0,1,4,1,804,50.0,8546.87,True,True,False,False,False,0.0,8546.87
185,0.0,2,8,0,514,32.0,95857.18,False,False,False,False,True,0.0,47928.59
186,99010.67,1,1,0,730,39.0,194945.8,False,False,False,False,False,0.507888192512996,194945.8
187,0.0,1,0,0,525,37.0,131521.72,True,True,False,True,False,0.0,131521.72
188,0.0,2,5,0,616,30.0,196108.51,True,True,False,True,True,0.0,98054.255
189,111388.18,2,7,0,687,34.0,148564.76,False,False,True,False,False,0.7497617873848413,74282.38
190,56214.85,2,8,1,715,41.0,92982.61,False,False,False,False,False,0.6045738014882568,46491.305
191,84327.77,2,3,0,512,36.0,17675.36,False,False,False,False,False,4.77092234613609,8837.68
192,0.0,2,1,0,479,40.0,114996.43,False,False,False,False,True,0.0,57498.215
193,93012.89,1,8,0,601,32.0,86957.42,False,False,False,False,True,1.0696371856478724,86957.42
194,61710.44,2,9,0,580,29.0,128077.8,False,False,False,True,True,0.48181995630780666,64038.9
195,174790.15,1,3,0,807,35.0,600.36,True,True,False,False,True,291.1422313278699,600.36
196,0.0,2,6,0,616,32.0,43001.46,True,True,False,True,False,0.0,21500.73
197,107720.64,1,3,0,721,37.0,158591.12,True,True,True,False,True,0.6792350038261915,158591.12
198,0.0,2,10,0,501,57.0,47847.19,True,True,False,False,True,0.0,23923.595
199,96423.84,1,6,0,521,35.0,10488.44,False,False,False,False,True,9.19334429142942,10488.44
200,141040.01,1,2,0,850,30.0,5978.2,True,True,False,True,True,23.592387340671106,5978.2
201,105420.18,1,4,0,759,42.0,121409.06,True,True,False,False,True,0.8683057096397913,121409.06
202,0.0,1,5,1,516,50.0,146145.93,True,True,False,True,True,0.0,146145.93
203,129022.06,2,2,1,711,38.0,14374.86,True,True,False,False,False,8.975535066080644,7187.43
204,176666.62,1,3,0,512,33.0,94670.77,False,False,False,True,True,1.8661158032199379,94670.77
205,0.0,1,3,0,550,37.0,179670.31,True,True,False,False,True,0.0,179670.31
206,89763.84,1,3,1,608,41.0,199304.74,False,False,False,True,False,0.4503848729337797,199304.74
207,134954.53,1,5,0,618,34.0,151954.39,True,True,False,False,True,0.8881252460030934,151954.39
208,0.0,1,5,1,643,45.0,142513.5,False,False,False,False,True,0.0,142513.5
209,106376.85,1,2,0,671,45.0,158264.62,True,True,False,False,True,0.6721454864643785,158264.62
210,161814.64,2,2,0,689,33.0,169381.9,False,False,True,False,True,0.9553242701847129,84690.95
211,0.0,2,8,0,603,31.0,169915.02,True,True,False,False,True,0.0,84957.51
212,0.0,2,9,0,620,41.0,88852.47,False,False,False,False,False,0.0,44426.235
213,63095.01,1,1,0,676,34.0,40645.81,True,True,False,False,False,1.5523127722144054,40645.81
214,118287.01,2,4,0,572,26.0,60427.3,False,False,True,False,True,1.9575094369597845,30213.65
215,106854.21,1,7,1,668,47.0,157959.02,True,True,True,False,True,0.6764679218698623,157959.02
216,49512.55,1,7,0,695,46.0,133007.34,False,False,False,False,True,0.37225426807272444,133007.34
217,0.0,2,9,0,730,33.0,176576.62,False,False,False,True,False,0.0,88288.31
218,105799.32,2,1,1,807,43.0,34888.04,False,False,False,False,True,3.0325383713157863,17444.02
219,0.0,1,8,1,592,54.0,28737.71,True,True,False,False,True,0.0,28737.71
220,114722.05,2,9,0,726,31.0,98178.57,True,True,False,False,False,1.1685039820808145,49089.285
221,0.0,1,7,0,514,30.0,125010.24,True,True,False,True,True,0.0,125010.24
222,0.0,2,2,0,567,42.0,167984.61,True,True,False,False,True,0.0,83992.305
223,0.0,1,10,1,850,33.0,4861.72,False,False,False,False,True,0.0,4861.72
224,99564.22,1,6,1,671,45.0,108872.45,True,True,True,False,True,0.9145033477247918,108872.45
225,170557.91,2,4,0,670,37.0,198252.88,False,False,False,False,True,0.8603048288630157,99126.44
226,0.0,2,9,0,694,30.0,26960.31,True,True,False,False,False,0.0,13480.155
227,74596.15,3,6,1,547,39.0,85746.52,True,True,True,False,False,0.8699612532380322,28582.173333333336
228,96888.39,1,2,1,751,50.0,77206.25,False,False,True,False,True,1.2549293612887558,77206.25
229,130830.22,1,3,0,594,29.0,61048.53,False,False,True,False,False,2.1430527483626554,61048.53
230,0.0,2,1,0,673,72.0,111981.19,True,True,False,False,True,0.0,55990.595
231,0.0,2,0,0,610,40.0,62232.6,False,False,False,False,True,0.0,31116.3
232,0.0,2,1,0,512,37.0,156105.03,True,True,False,False,False,0.0,78052.515
233,119714.25,2,3,0,767,20.0,150135.38,True,True,True,False,True,0.7973753421745094,75067.69
234,113978.97,2,5,0,585,67.0,93146.11,True,True,False,False,False,1.2236578639730633,46573.055
235,100160.75,1,6,1,763,42.0,33462.94,False,False,True,False,True,2.9931844004143087,33462.94
236,0.0,1,2,0,712,29.0,144375.0,True,True,False,False,False,0.0,144375.0
237,116220.5,3,3,1,539,43.0,55803.96,False,False,True,False,False,2.0826568580437663,18601.32
238,0.0,3,2,1,668,46.0,89048.46,False,False,False,False,False,0.0,29682.820000000003
239,81173.83,2,2,0,703,28.0,162812.16,True,True,False,False,True,0.49857350949707935,81406.08
240,0.0,2,4,0,662,38.0,136259.65,False,False,False,True,True,0.0,68129.825
241,116803.8,1,5,0,725,39.0,124052.97,False,False,True,False,False,0.9415639141892371,124052.97
242,105961.68,2,8,0,703,37.0,74158.8,True,True,False,False,True,1.4288483632421236,37079.4
243,117411.6,1,6,1,659,67.0,45071.09,True,True,True,False,True,2.6050312961146496,45071.09
244,0.0,2,7,0,523,34.0,62030.06,False,False,False,True,True,0.0,31015.03
245,123497.58,1,10,1,635,40.0,131953.23,False,False,False,False,False,0.9359193405117858,131953.23
246,152400.51,2,7,0,772,26.0,79414.0,False,False,True,False,True,1.9190635152492006,39707.0
247,0.0,2,1,0,545,26.0,199638.56,True,True,False,False,False,0.0,99819.28
248,103097.85,1,8,0,634,24.0,157577.29,True,True,True,False,True,0.6542684545469718,157577.29
249,126418.14,1,8,1,739,54.0,134420.75,False,False,True,False,True,0.9404659622863285,134420.75
250,77846.9,1,5,0,771,36.0,99805.99,False,False,True,False,False,0.7799822435507127,99805.99
251,0.0,2,1,0,587,34.0,97932.68,True,True,False,True,False,0.0,48966.34
252,0.0,2,0,0,681,79.0,170968.99,True,True,False,False,False,0.0,85484.495
253,79731.91,1,2,0,544,37.0,57558.95,True,True,True,False,True,1.3852217596047185,57558.95
254,0.0,1,8,0,696,28.0,176713.47,False,False,False,True,True,0.0,176713.47
255,0.0,2,0,0,766,41.0,34283.23,True,True,False,True,True,0.0,17141.615
256,0.0,2,10,0,727,34.0,198637.34,True,True,False,False,True,0.0,99318.67
257,37266.67,2,6,0,671,34.0,156917.12,False,False,True,False,False,0.23749269678158763,78458.56
258,127992.25,1,6,0,693,30.0,50457.2,True,True,False,False,False,2.536649873556202,50457.2
259,54901.01,1,3,0,850,38.0,140075.55,True,True,True,False,True,0.39193856458175613,140075.55
260,108748.08,2,9,0,732,42.0,65323.11,True,True,True,False,True,1.664771931403756,32661.555
261,99906.19,1,6,0,726,48.0,64323.24,False,False,False,True,False,1.5531896403228445,64323.24
262,184686.41,2,6,0,557,32.0,14956.44,False,False,False,False,False,12.348286758078794,7478.22
263,110654.02,1,0,0,682,26.0,111879.21,True,True,False,False,False,0.9890489931060471,111879.21
264,79019.8,1,9,0,738,31.0,18606.23,True,True,False,True,True,4.246953842879509,18606.23
265,99240.51,1,9,0,531,36.0,123137.01,False,False,False,True,False,0.80593568091348,123137.01
266,0.0,2,2,0,498,34.0,148528.24,True,True,False,False,True,0.0,74264.12
267,0.0,2,7,0,651,36.0,13898.31,False,False,False,False,True,0.0,6949.155
268,0.0,1,7,1,549,39.0,81259.25,False,False,False,True,False,0.0,81259.25
269,52436.2,1,7,0,791,35.0,161051.75,False,False,True,False,False,0.32558603057712815,161051.75
270,0.0,2,9,0,650,41.0,191599.67,True,True,False,True,True,0.0,95799.835
271,100337.96,3,3,1,733,34.0,48559.19,False,False,True,False,True,2.0663021767867216,16186.396666666667
272,149297.19,2,1,0,811,34.0,186339.74,True,True,True,False,False,0.8012096077841474,93169.87
273,0.0,2,8,0,707,30.0,33159.37,False,False,False,False,True,0.0,16579.685
274,145605.44,1,4,0,712,28.0,93883.53,True,True,True,False,True,1.5509156930933468,93883.53
275,0.0,2,7,0,706,37.0,110899.3,True,True,False,True,False,0.0,55449.65
276,0.0,1,3,1,756,62.0,11199.04,True,True,False,False,True,0.0,11199.04
277,0.0,2,10,0,777,53.0,189992.97,False,False,False,False,False,0.0,94996.485
278,84026.86,1,6,0,646,35.0,164255.69,True,True,False,False,True,0.5115613346484374,164255.69
279,0.0,1,1,1,714,46.0,152167.79,False,False,False,False,True,0.0,152167.79
280,0.0,2,8,0,782,39.0,33949.67,True,True,False,False,True,0.0,16974.835
281,0.0,2,10,0,775,29.0,68143.93,True,True,False,True,True,0.0,34071.965
282,138718.92,1,4,1,479,35.0,47251.79,True,True,True,False,True,2.9357389423765747,47251.79
283,118274.71,1,7,0,807,42.0,25885.72,True,True,False,False,True,4.569110304832162,25885.72
284,174185.98,2,8,0,799,22.0,192633.85,True,True,False,False,False,0.9042334979028868,96316.925
285,113208.86,2,7,0,675,40.0,34577.36,False,False,False,False,True,3.274074712470819,17288.68
286,103907.28,1,5,0,602,29.0,161229.84,False,False,False,True,True,0.6444668058964768,161229.84
287,119023.28,1,8,0,475,32.0,100816.29,False,False,False,False,False,1.1805957152360993,100816.29
288,166297.89,1,5,0,744,26.0,181694.44,True,True,False,True,False,0.915261303537962,181694.44
289,0.0,2,10,0,588,34.0,79078.91,False,False,False,True,True,0.0,39539.455
290,63227.0,1,9,0,703,42.0,137316.32,True,True,True,False,True,0.4604478185841275,137316.32
291,94521.17,2,5,0,747,41.0,194926.86,False,False,False,True,False,0.48490582570303553,97463.43
292,0.0,2,7,0,583,27.0,51285.49,False,False,False,False,True,0.0,25642.745
293,112822.26,1,9,1,750,34.0,150401.53,False,False,False,True,False,0.7501403742368844,150401.53
294,0.0,2,3,0,681,38.0,112491.96,True,True,False,False,True,0.0,56245.98
295,135903.33,1,2,0,773,25.0,73656.38,False,False,False,False,True,1.8450992296933406,73656.38
296,125169.26,1,4,0,714,31.0,106636.89,True,True,False,False,False,1.1737894831704112,106636.89
297,0.0,3,7,1,687,44.0,155853.52,False,False,False,True,False,0.0,51951.17333333333
298,149117.31,1,0,0,511,58.0,162599.51,True,True,False,False,True,0.9170833909647083,162599.51
299,0.0,2,5,0,627,33.0,103737.82,True,True,False,False,True,0.0,51868.91
300,0.0,2,10,0,694,31.0,160990.27,False,False,False,False,False,0.0,80495.135
301,132311.71,1,6,0,616,36.0,15462.84,False,False,False,True,False,8.55675348124924,15462.84
